hold,side,min_surp,weight,hard_stop,trail_stop,trades,sharpe,cagr,maxdd,t
90,both,0.0,0.2,0.15,0.1,221,0.10419252691418504,0.005474163830547996,-0.2798006101018691,0.2868299527767208
90,both,0.0,0.05,0.15,0.1,221,0.10419252691418504,0.002406909388031009,-0.07742365100351023,0.2868299527767208
90,both,0.0,0.1,0.15,0.1,221,0.10419252691418504,0.004121932496314429,-0.14968809657013882,0.2868299527767208
40,long,0.0,0.1,0.1,0.1,168,0.103293743085163,0.0034576429142585408,-0.10802616408005106,0.2843557050463898
40,long,0.0,0.2,0.1,0.1,168,0.103293743085163,0.005170231879700893,-0.20638365904220068,0.2843557050463898
40,long,0.0,0.05,0.1,0.1,168,0.103293743085163,0.0019465135616572038,-0.05525883480918481,0.2843557050463898
60,long,0.1,0.2,,0.1,78,0.1008601341450706,0.004043061111264068,-0.14494324296007777,0.2776562616406394
60,long,0.1,0.05,,0.1,78,0.1008601341450706,0.001290916888919691,-0.03806379068309451,0.2776562616406394
60,long,0.1,0.1,,0.1,78,0.1008601341450706,0.002395203402124846,-0.07488766450759565,0.2776562616406394
90,both,0.1,0.2,0.05,0.1,101,0.10013868165960385,0.0036331926720492014,-0.13162776291465828,0.27567018654998043
90,both,0.1,0.05,0.05,0.1,101,0.10013868165960385,0.0011174827524076392,-0.0343734969161017,0.27567018654998043
90,both,0.1,0.1,0.05,0.1,101,0.10013868165960385,0.002095651582015634,-0.06775514810745653,0.27567018654998043
20,both,0.02,0.1,0.05,0.1,190,0.0978492267973457,0.001822063058746215,-0.07763399138669091,0.2693675826159498
20,both,0.02,0.05,0.05,0.1,190,0.0978492267973457,0.000964799545566386,-0.03933335313498876,0.2693675826159498
20,both,0.02,0.2,0.05,0.1,190,0.0978492267973457,0.0032129734919863484,-0.151136352022453,0.2693675826159498
20,both,0.02,0.2,,0.1,190,0.09729317497987125,0.0035509346741422476,-0.19242118859588742,0.2678368363976632
20,both,0.02,0.05,,0.1,190,0.09729317497987125,0.0011073855339920335,-0.05152732128772475,0.2678368363976632
20,both,0.02,0.1,,0.1,190,0.09729317497987125,0.0020686007225678704,-0.10071486383508088,0.2678368363976632
90,long,0.0,0.05,0.15,0.1,168,0.09460882055097983,0.0024111200724499238,-0.07052821361173534,0.2604471197176076
90,long,0.0,0.2,0.15,0.1,168,0.09460882055097983,0.004173149760103412,-0.25868613763708215,0.2604471197176076
90,long,0.0,0.1,0.15,0.1,168,0.09460882055097983,0.003910360321350392,-0.13705869935868076,0.2604471197176076
60,both,0.05,0.05,0.05,,145,0.09447328346075894,0.0013790032340712521,-0.03472328318790974,0.2600740018142519
60,both,0.05,0.2,0.05,,145,0.09447328346075894,0.004001357891157964,-0.13304758600901112,0.2600740018142519
60,both,0.05,0.1,0.05,,145,0.09447328346075894,0.0025059305132804077,-0.0684593913251339,0.2600740018142519
90,short,0.0,0.05,,,53,0.09436264983086798,0.0027381080206489994,-0.11659044724850898,0.25976944025137433
90,short,0.0,0.1,,,53,0.09436264983086798,0.004175416536802867,-0.22428995000368723,0.25976944025137433
90,short,0.0,0.2,,,53,0.09436264983086798,0.003029043678991483,-0.41311234662644336,0.25976944025137433
40,short,0.0,0.1,0.15,0.1,53,0.09366388853146868,0.001324765346732315,-0.04500733211002772,0.257845831366507
40,short,0.0,0.2,0.15,0.1,53,0.09366388853146868,0.0024131716316788676,-0.08918410805314891,0.257845831366507
40,short,0.0,0.05,0.15,0.1,53,0.09366388853146868,0.0006918442785863732,-0.022602783919229985,0.257845831366507
90,short,0.02,0.05,,,44,0.09262961675467649,0.002619454701421331,-0.11659044724850876,0.2549986010162926
90,short,0.02,0.2,,,44,0.09262961675467649,0.0029726019249975977,-0.4131123466264437,0.2549986010162926
90,short,0.02,0.1,,,44,0.09262961675467649,0.004007493563849884,-0.2242899500036868,0.2549986010162926
40,both,0.0,0.2,0.05,,221,0.09170799601006532,0.003930229296832177,-0.22893533527055387,0.2524614859036839
40,both,0.0,0.1,0.05,,221,0.09170799601006532,0.0025341466652542,-0.12052753214849576,0.2524614859036839
40,both,0.0,0.05,0.05,,221,0.09170799601006532,0.0014091349415819021,-0.06183187207620022,0.2524614859036839
90,long,0.05,0.2,,0.1,116,0.09107415448032488,0.004174889143671923,-0.1710738112912642,0.2507165936217921
90,long,0.05,0.1,,0.1,116,0.09107415448032488,0.003120116643935633,-0.08807257998139661,0.2507165936217921
90,long,0.05,0.05,,0.1,116,0.09107415448032488,0.0018180817718798092,-0.04466404714557515,0.2507165936217921
60,long,0.1,0.1,0.1,0.1,78,0.08572108374464701,0.001979149435652028,-0.07488766450759454,0.23598021019969181
60,long,0.1,0.05,0.1,0.1,78,0.08572108374464701,0.0010831402558919567,-0.038063790683092735,0.23598021019969181
60,long,0.1,0.2,0.1,0.1,78,0.08572108374464701,0.0032094109331528564,-0.14494324296007777,0.23598021019969181
90,long,0.02,0.1,0.15,0.1,146,0.08523126173224571,0.003219905799896061,-0.12053885872355241,0.23463178696006945
90,long,0.02,0.2,0.15,0.1,146,0.08523126173224571,0.0033083143673762194,-0.2295221477394842,0.23463178696006945
90,long,0.02,0.05,0.15,0.1,146,0.08523126173224571,0.0020017291864731224,-0.06175101050375498,0.23463178696006945
20,short,0.02,0.2,0.1,,44,0.08473139583234404,0.0022588814631194776,-0.09872557374606383,0.2332557140620431
20,short,0.02,0.05,0.1,,44,0.08473139583234404,0.0006671994284832561,-0.025214720386141476,0.2332557140620431
20,short,0.02,0.1,0.1,,44,0.08473139583234404,0.001266219677634739,-0.05007717855489391,0.2332557140620431
60,both,0.02,0.05,,0.1,190,0.08238355672576861,0.00144353147004872,-0.05319926044775558,0.22679238506896648
60,both,0.02,0.2,,0.1,190,0.08238355672576861,0.0034085440049651528,-0.19922977044335755,0.22679238506896648
60,both,0.02,0.1,,0.1,190,0.08238355672576861,0.0024928604432008505,-0.10409392934119899,0.22679238506896648
90,long,0.0,0.05,0.1,0.1,168,0.08192631851483752,0.002023873077284799,-0.06853006573954734,0.22553366125898447
90,long,0.0,0.1,0.1,0.1,168,0.08192631851483752,0.003137444966192504,-0.1333204714840518,0.22553366125898447
90,long,0.0,0.2,0.1,0.1,168,0.08192631851483752,0.0026379917523227103,-0.25216532417582815,0.22553366125898447
90,both,0.0,0.2,0.1,0.1,221,0.08073061799458399,0.002985858720173429,-0.2763049245995113,0.22224203628436523
90,both,0.0,0.1,0.1,0.1,221,0.08073061799458399,0.0028776841843272116,-0.14766855678413437,0.22224203628436523
90,both,0.0,0.05,0.1,0.1,221,0.08073061799458399,0.0017854168227535716,-0.07633975943581284,0.22224203628436523
40,short,0.0,0.1,0.1,,53,0.07871851966779721,0.0021126431191214046,-0.09913974387355473,0.2167029627524438
40,short,0.0,0.2,0.1,,53,0.07871851966779721,0.0030488697061166192,-0.19308460220421908,0.2167029627524438
40,short,0.0,0.05,0.1,,53,0.07871851966779721,0.0012027762918662699,-0.05018927809010554,0.2167029627524438
60,both,0.0,0.1,0.15,,221,0.07810348957482312,0.002870985104418855,-0.2218870694593127,0.21500985617610255
60,both,0.0,0.05,0.15,,221,0.07810348957482312,0.0018663640911729118,-0.1172850567507403,0.21500985617610255
60,both,0.0,0.2,0.15,,221,0.07810348957482312,0.0022921694362725287,-0.3978813370274281,0.21500985617610255
60,both,0.0,0.05,0.1,0.1,221,0.07710902630795058,0.0014078715807379627,-0.061647686710848415,0.21227221404069138
60,both,0.0,0.2,0.1,0.1,221,0.07710902630795058,0.0029628239146120006,-0.22789620899212704,0.21227221404069138
60,both,0.0,0.1,0.1,0.1,221,0.07710902630795058,0.002371032207194812,-0.12009918977925138,0.21227221404069138
90,both,0.05,0.1,,0.1,145,0.0766646459149076,0.0023472213226094496,-0.09926540365442438,0.21104888631339289
90,both,0.05,0.2,,0.1,145,0.0766646459149076,0.002928974664399009,-0.19039425455151215,0.21104888631339289
90,both,0.05,0.05,,0.1,145,0.0766646459149076,0.001394322670030812,-0.05067813531687726,0.21104888631339289
60,long,0.1,0.1,0.15,0.1,78,0.07601539220433463,0.0017259318731859263,-0.07955834422354524,0.20926156608363078
60,long,0.1,0.2,0.15,0.1,78,0.07601539220433463,0.0026860634746990186,-0.15366225920800114,0.20926156608363078
60,long,0.1,0.05,0.15,0.1,78,0.07601539220433463,0.0009586392474676408,-0.040480302771558785,0.20926156608363078
60,both,0.1,0.2,,0.1,101,0.07567125065296218,0.002599858927361698,-0.18025768411706444,0.2083141842717858
60,both,0.1,0.05,,0.1,101,0.07567125065296218,0.0009063733723884138,-0.04812368893125052,0.2083141842717858
60,both,0.1,0.1,,0.1,101,0.07567125065296218,0.0016418674044902382,-0.09415512097235612,0.2083141842717858
60,long,0.0,0.1,0.1,0.1,168,0.07537989175985808,0.0024994758735030764,-0.10715214985452015,0.20751210700170525
60,long,0.0,0.2,0.1,0.1,168,0.07537989175985808,0.0026081812312386266,-0.20535295397886288,0.20751210700170525
60,long,0.0,0.05,0.1,0.1,168,0.07537989175985808,0.0015486681319472062,-0.05471756608266065,0.20751210700170525
90,long,0.02,0.1,0.1,0.1,146,0.07514441288947157,0.002649545453577762,-0.11538302006412804,0.20686386095879558
90,long,0.02,0.05,0.1,0.1,146,0.07514441288947157,0.0017151240382458077,-0.05901990774850008,0.20686386095879558
90,long,0.02,0.2,0.1,0.1,146,0.07514441288947157,0.002181872134290108,-0.22035998051107486,0.20686386095879558
20,both,0.02,0.1,,,190,0.07407976414543949,0.0017555321765041487,-0.13259480165757753,0.20393300633784922
20,both,0.02,0.05,,,190,0.07407976414543949,0.0009869283541528162,-0.0680390264461409,0.20393300633784922
20,both,0.02,0.2,,,190,0.07407976414543949,0.0026349969523737915,-0.25157875167687316,0.20393300633784922
40,long,0.02,0.2,0.15,0.1,146,0.07347693553426049,0.0027008525365517233,-0.1794698905155262,0.20227348902698356
40,long,0.02,0.1,0.15,0.1,146,0.07347693553426049,0.002116176200832598,-0.09275146947453505,0.20227348902698356
40,long,0.02,0.05,0.15,0.1,146,0.07347693553426049,0.0012494626990171565,-0.047131118523923377,0.20227348902698356
20,short,0.02,0.2,,,44,0.07208733531228022,0.001971754799765968,-0.1394240766759125,0.19844808064258568
20,short,0.02,0.1,,,44,0.07208733531228022,0.0011536401592697754,-0.07154904220519909,0.19844808064258568
20,short,0.02,0.05,,,44,0.07208733531228022,0.0006186547163080647,-0.03623661049835403,0.19844808064258568
40,both,0.0,0.2,0.05,0.1,221,0.06894192327399809,0.0023416172841892458,-0.1788677258526129,0.18978912579118007
40,both,0.0,0.1,0.05,0.1,221,0.06894192327399809,0.0016156425234283844,-0.09283124928664555,0.18978912579118007
40,both,0.0,0.05,0.05,0.1,221,0.06894192327399809,0.0009189782802774271,-0.04728135937756961,0.18978912579118007
60,long,0.02,0.2,0.15,0.1,146,0.06762131226693273,0.0020209796403201086,-0.1873857340506877,0.1861536367209807
60,long,0.02,0.05,0.15,0.1,146,0.06762131226693273,0.0012864612147358567,-0.04952429476158249,0.1861536367209807
60,long,0.02,0.1,0.15,0.1,146,0.06762131226693273,0.0020518298577010263,-0.09724813951041533,0.1861536367209807
20,short,0.02,0.1,0.15,,44,0.06593880934710927,0.0009874308549524535,-0.06585002988551025,0.1815219011509515
20,short,0.02,0.05,0.15,,44,0.06593880934710927,0.0005307505357381448,-0.03331952055591225,0.1815219011509515
20,short,0.02,0.2,0.15,,44,0.06593880934710927,0.001677355936698266,-0.1285685665673535,0.1815219011509515
60,both,0.0,0.1,0.1,,221,0.06580651058013436,0.0021294698914875454,-0.1780305227658331,0.18115769797623543
60,both,0.0,0.05,0.1,,221,0.06580651058013436,0.0014681959680942214,-0.09272861562796086,0.18115769797623543
60,both,0.0,0.2,0.1,,221,0.06580651058013436,0.0010288859634486336,-0.3282447063859333,0.18115769797623543
40,short,0.0,0.05,0.1,0.1,53,0.06250676861798758,0.00045806218191479786,-0.02399473771605365,0.17207389072816426
40,short,0.0,0.1,0.1,0.1,53,0.06250676861798758,0.0008551545977364405,-0.047738406241079834,0.17207389072816426
40,short,0.0,0.2,0.1,0.1,53,0.06250676861798758,0.001465812571436409,-0.09443602807467977,0.17207389072816426
20,short,0.0,0.2,0.1,,53,0.06168357351496098,0.0015480828910729993,-0.0987255737460635,0.16980773000128585
20,short,0.0,0.1,0.1,,53,0.06168357351496098,0.0009278827727983163,-0.05007717855489413,0.16980773000128585
20,short,0.0,0.05,0.1,,53,0.06168357351496098,0.000502290905038949,-0.025214720386141587,0.16980773000128585
90,long,0.02,0.2,0.05,0.1,146,0.06132058280820491,0.0014726411509728976,-0.15374759184819742,0.1688084586489077
90,long,0.02,0.05,0.05,0.1,146,0.06132058280820491,0.0011341394602151222,-0.04046881023184512,0.1688084586489077
90,long,0.02,0.1,0.05,0.1,146,0.06132058280820491,0.0017569287932088784,-0.07956009418947108,0.1688084586489077
90,both,0.02,0.05,0.15,0.1,190,0.06093475143691023,0.0012108729778033123,-0.06871629257790768,0.1677463095938284
90,both,0.02,0.2,0.15,0.1,190,0.06093475143691023,0.001128825605313688,-0.25152843579971773,0.1677463095938284
90,both,0.02,0.1,0.15,0.1,190,0.06093475143691023,0.001801589300569395,-0.13342766385939298,0.1677463095938284
40,long,0.02,0.2,0.1,0.1,146,0.05655981615212407,0.0013798341818465065,-0.1751977457131323,0.15570261972180954
40,long,0.02,0.1,0.1,0.1,146,0.05655981615212407,0.0014485625426698956,-0.09045153908248404,0.15570261972180954
40,long,0.02,0.05,0.1,0.1,146,0.05655981615212407,0.0009141040917188814,-0.04593926400662518,0.15570261972180954
90,long,0.05,0.05,0.15,0.1,116,0.05597333647103036,0.0010198763031090685,-0.05041738481591995,0.1540881091209565
90,long,0.05,0.2,0.15,0.1,116,0.05597333647103036,0.0009532097630993164,-0.19101655482606006,0.1540881091209565
90,long,0.05,0.1,0.15,0.1,116,0.05597333647103036,0.0015181251299238863,-0.09905158300788308,0.1540881091209565
20,both,0.0,0.2,0.05,0.1,221,0.05291657213091636,0.0013651754285544104,-0.18677724707107612,0.14567319111012267
20,both,0.0,0.1,0.05,0.1,221,0.05291657213091636,0.000928936789215129,-0.09768270683403046,0.14567319111012267
20,both,0.0,0.05,0.05,0.1,221,0.05291657213091636,0.0005259796632921532,-0.04995712374968875,0.14567319111012267
20,long,0.0,0.1,,,168,0.052644088463291716,0.0013102249108736252,-0.13665946191004985,0.1449230751485281
20,long,0.0,0.05,,,168,0.052644088463291716,0.0008586661534928375,-0.06970939374914253,0.1449230751485281
20,long,0.0,0.2,,,168,0.052644088463291716,0.00098683485031259,-0.26187542098042504,0.1449230751485281
90,both,0.02,0.05,0.1,0.1,190,0.052479265246931334,0.0009977392549829212,-0.0669141000202983,0.1444693359335833
90,both,0.02,0.2,0.1,0.1,190,0.052479265246931334,0.0002970846486267664,-0.24558819016703226,0.1444693359335833
90,both,0.02,0.1,0.1,0.1,190,0.052479265246931334,0.001378489850221598,-0.1300458586129457,0.1444693359335833
40,both,0.02,0.1,0.15,0.1,190,0.051731163935247515,0.0011930989499360223,-0.09896988855816258,0.1424098997124117
40,both,0.02,0.05,0.15,0.1,190,0.051731163935247515,0.0007457760393412283,-0.05053004322881649,0.1424098997124117
40,both,0.02,0.2,0.15,0.1,190,0.051731163935247515,0.001193094777310666,-0.18993579619749423,0.1424098997124117
60,both,0.02,0.1,0.15,,190,0.05025994116592328,0.0012549663772944974,-0.24841875658501789,0.1383597939135873
60,both,0.02,0.2,0.15,,190,0.05025994116592328,-0.0004912994571403262,-0.4422323461593025,0.1383597939135873
60,both,0.02,0.05,0.15,,190,0.05025994116592328,0.0010027236606051648,-0.13169234101095173,0.1383597939135873
60,both,0.1,0.05,0.15,0.1,101,0.04994004373171778,0.0005742920825855258,-0.05051443486645013,0.13747915334689745
60,both,0.1,0.2,0.15,0.1,101,0.04994004373171778,0.0012459532594006895,-0.18860958897553892,0.13747915334689745
60,both,0.1,0.1,0.15,0.1,101,0.04994004373171778,0.0009733772709283883,-0.09872662395922349,0.13747915334689745
20,both,0.0,0.1,,0.1,221,0.048378409423674974,0.0009245286635093386,-0.12499524768963133,0.13318015505885952
20,both,0.0,0.05,,0.1,221,0.048378409423674974,0.0005478522314852352,-0.06438269699252175,0.13318015505885952
20,both,0.0,0.2,,0.1,221,0.048378409423674974,0.0011636152438754266,-0.23568062474818707,0.13318015505885952
60,both,0.02,0.1,0.05,0.1,190,0.04765060866703818,0.0010193540963403525,-0.07284429782124058,0.13117660391330638
60,both,0.02,0.2,0.05,0.1,190,0.04765060866703818,0.000998432433013674,-0.1442228228855671,0.13117660391330638
60,both,0.02,0.05,0.05,0.1,190,0.04765060866703818,0.0006398599084136425,-0.03674354390243251,0.13117660391330638
60,short,0.0,0.1,,0.1,53,0.04715714852490645,0.0006498509708412481,-0.04673722017254023,0.1298181653241222
60,short,0.0,0.2,,0.1,53,0.04715714852490645,0.001018806507779857,-0.09174027546777908,0.1298181653241222
60,short,0.0,0.05,,0.1,53,0.04715714852490645,0.00035997580677915586,-0.023587904447655683,0.1298181653241222
60,both,0.1,0.2,0.1,0.1,101,0.04356778710486333,0.0009135253812830868,-0.18344229812908264,0.11993706926953186
60,both,0.1,0.1,0.1,0.1,101,0.04356778710486333,0.0007997156969279384,-0.09591484599242983,0.11993706926953186
60,both,0.1,0.05,0.1,0.1,101,0.04356778710486333,0.0004856589296389213,-0.04904830656275727,0.11993706926953186
20,long,0.05,0.05,0.1,,116,0.0429016353575866,0.0004478871667015216,-0.0493857187819704,0.11810323070286687
20,long,0.05,0.1,0.1,,116,0.0429016353575866,0.000748218015259372,-0.09705702743288758,0.11810323070286687
20,long,0.05,0.2,0.1,,116,0.0429016353575866,0.0009062351963431414,-0.18730458785534765,0.11810323070286687
60,long,0.02,0.05,0.1,0.1,146,0.040753455164676995,0.0006699038027417892,-0.04913788926672802,0.1121895395626603
60,long,0.02,0.1,0.1,0.1,146,0.040753455164676995,0.0008216234893445584,-0.09648525413242715,0.1121895395626603
60,long,0.02,0.2,0.1,0.1,146,0.040753455164676995,-0.0004237602524231887,-0.1859065219960232,0.1121895395626603
20,both,0.02,0.1,0.1,0.1,190,0.04009322319938525,0.0006803081807360556,-0.10612464092009821,0.1103719974698163
20,both,0.02,0.2,0.1,0.1,190,0.04009322319938525,0.0007675765282997293,-0.20348703531603074,0.1103719974698163
20,both,0.02,0.05,0.1,0.1,190,0.04009322319938525,0.00041423320134059693,-0.054179884117628974,0.1103719974698163
90,both,0.05,0.2,0.15,0.1,145,0.03875005720056387,-0.0002875677827034462,-0.20986535037741116,0.10667441712098244
90,both,0.05,0.1,0.15,0.1,145,0.03875005720056387,0.0007467424798683897,-0.11010777670988214,0.10667441712098244
90,both,0.05,0.05,0.15,0.1,145,0.03875005720056387,0.0005965235769469501,-0.05639476294574253,0.10667441712098244
20,both,0.02,0.2,0.15,0.1,190,0.03822068119130624,0.0006694491590062412,-0.2038339675096723,0.10521710631152724
20,both,0.02,0.1,0.15,0.1,190,0.03822068119130624,0.000638495242869519,-0.10626767237946166,0.10521710631152724
20,both,0.02,0.05,0.15,0.1,190,0.03822068119130624,0.00039510923611363324,-0.05424213719734228,0.10521710631152724
90,both,0.1,0.2,,0.1,101,0.037349766437553895,0.00044748619551704394,-0.17780996779333635,0.10281957891594849
90,both,0.1,0.05,,0.1,101,0.037349766437553895,0.00044783397411207737,-0.04737844759055643,0.10281957891594849
90,both,0.1,0.1,,0.1,101,0.037349766437553895,0.0006714748593219522,-0.09275872783756678,0.10281957891594849
40,both,0.02,0.1,0.1,0.1,190,0.036702877458255005,0.0006722749955161422,-0.09761052759422917,0.10103876851735913
40,both,0.02,0.2,0.1,0.1,190,0.036702877458255005,0.00016554366397403264,-0.1873949105850129,0.10103876851735913
40,both,0.02,0.05,0.1,0.1,190,0.036702877458255005,0.00048375055033922365,-0.04982769664879194,0.10103876851735913
90,long,0.1,0.05,,0.1,78,0.03595755162785708,0.000448845880944182,-0.0366895654430176,0.09898697287454514
90,long,0.1,0.2,,0.1,78,0.03595755162785708,0.00025377440793583617,-0.1408929355817362,0.09898697287454514
90,long,0.1,0.1,,0.1,78,0.03595755162785708,0.0006404323014246316,-0.07239506729265732,0.09898697287454514
40,long,0.1,0.1,,0.1,78,0.03493277285615186,0.0005570038779518782,-0.07824818659857924,0.0961658756672868
40,long,0.1,0.05,,0.1,78,0.03493277285615186,0.00035362855566067886,-0.03969787362784172,0.0961658756672868
40,long,0.1,0.2,,0.1,78,0.03493277285615186,0.0005139175781099237,-0.15195364701122804,0.0961658756672868
90,long,0.05,0.1,0.1,0.1,116,0.033717871718877225,0.0005004527626475408,-0.09315243394488482,0.09282139361897374
90,long,0.05,0.2,0.1,0.1,116,0.033717871718877225,-0.0010662509115487717,-0.18028182021137173,0.09282139361897374
90,long,0.05,0.05,0.1,0.1,116,0.033717871718877225,0.0005094779817427231,-0.04732879986772831,0.09282139361897374
60,both,0.02,0.05,0.1,,190,0.030537287881485985,0.0004600451874108291,-0.10274960917421372,0.08406561488032478
60,both,0.02,0.1,0.1,,190,0.030537287881485985,0.0001974925993346588,-0.1971619021018134,0.08406561488032478
60,both,0.02,0.2,0.1,,190,0.030537287881485985,-0.0024902779797798535,-0.3625615172526848,0.08406561488032478
90,short,0.0,0.2,,0.1,53,0.030285710785731973,0.0004468937609218848,-0.09743318594330286,0.0833730522884389
90,short,0.0,0.05,,0.1,53,0.030285710785731973,0.00022709825722277976,-0.025111993357638362,0.0833730522884389
90,short,0.0,0.1,,0.1,53,0.030285710785731973,0.0003773463123830645,-0.049717004911819296,0.0833730522884389
40,both,0.02,0.1,0.05,,190,0.03019973020047489,0.00045572245787561805,-0.11412290245846235,0.08313635770064647
40,both,0.02,0.05,0.05,,190,0.03019973020047489,0.000354290664963397,-0.058138917045552074,0.08313635770064647
40,both,0.02,0.2,0.05,,190,0.03019973020047489,-9.816698904296928e-05,-0.21953832558416864,0.08313635770064647
20,both,0.02,0.1,0.1,,190,0.02635078711021295,0.00034734582251805257,-0.12937953371121524,0.0725406633882378
20,both,0.02,0.2,0.1,,190,0.02635078711021295,1.2187773057226181e-05,-0.24466520413866033,0.0725406633882378
20,both,0.02,0.05,0.1,,190,0.02635078711021295,0.00025894863556907843,-0.06652227939450539,0.0725406633882378
90,both,0.05,0.05,0.05,0.1,145,0.02469664730868849,0.0002743014572625935,-0.03872585506630122,0.06798700819617083
90,both,0.05,0.1,0.05,0.1,145,0.02469664730868849,0.0002657137968267165,-0.07630868428070536,0.06798700819617083
90,both,0.05,0.2,0.05,0.1,145,0.02469664730868849,-0.0005977405906275601,-0.1481099325926415,0.06798700819617083
90,long,0.1,0.2,0.1,0.1,78,0.02303609105165436,-0.0005768098556307999,-0.14089293558173543,0.06341568924562388
90,long,0.1,0.05,0.1,0.1,78,0.02303609105165436,0.00024123920609953053,-0.036689565443016936,0.06341568924562388
90,long,0.1,0.1,0.1,0.1,78,0.02303609105165436,0.00022508723027847566,-0.0723950672926601,0.06341568924562388
20,long,0.02,0.05,,,146,0.022940337568161693,0.00025528691474341336,-0.06777756808740254,0.06315209100147122
20,long,0.02,0.1,,,146,0.022940337568161693,0.00014967271959376305,-0.1328987434116531,0.06315209100147122
20,long,0.02,0.2,,,146,0.022940337568161693,-0.0011470835109428368,-0.25484110244505365,0.06315209100147122
60,long,0.05,0.2,,0.1,116,0.022351200551786403,-0.0011368038816156334,-0.15828811046282198,0.06153026506451971
60,long,0.05,0.05,,0.1,116,0.022351200551786403,0.00024374070942623227,-0.04151606902339988,0.06153026506451971
60,long,0.05,0.1,,0.1,116,0.022351200551786403,0.00013489247139730765,-0.0817229876012101,0.06153026506451971
40,long,0.1,0.2,0.1,0.1,78,0.018025008755005262,-0.00031680175733772575,-0.1528289472001202,0.04962076036658888
40,long,0.1,0.1,0.1,0.1,78,0.018025008755005262,0.00014171302410437292,-0.07872380672319601,0.04962076036658888
40,long,0.1,0.05,0.1,0.1,78,0.018025008755005262,0.00014604645503202285,-0.039945612371941164,0.04962076036658888
60,both,0.0,0.2,0.05,0.1,221,0.017692282588383235,-0.0011019717448045308,-0.15128622841054284,0.048704803786148346
60,both,0.0,0.05,0.05,0.1,221,0.017692282588383235,0.00015645034074185382,-0.039415972069449134,0.048704803786148346
60,both,0.0,0.1,0.05,0.1,221,0.017692282588383235,2.4477254424670747e-05,-0.07776774475193293,0.048704803786148346
20,both,0.1,0.1,0.15,,101,0.017566764978654267,0.0001512162518426674,-0.12342051163627255,0.04835926835153067
20,both,0.1,0.2,0.15,,101,0.017566764978654267,-0.00010037738759838266,-0.2331779126717376,0.04835926835153067
20,both,0.1,0.05,0.15,,101,0.017566764978654267,0.00012592329015470582,-0.06350302418925513,0.04835926835153067
90,long,0.1,0.1,0.15,0.1,78,0.015301776238842917,-2.7667615426163472e-05,-0.07707833155948274,0.04212401681746458
90,long,0.1,0.2,0.15,0.1,78,0.015301776238842917,-0.0010981018814483212,-0.1496532528258221,0.04212401681746458
90,long,0.1,0.05,0.15,0.1,78,0.015301776238842917,0.0001168476801256535,-0.03910952976861859,0.04212401681746458
90,both,0.1,0.1,0.15,0.1,101,0.015216819468161395,3.632360272343149e-06,-0.09733727796410907,0.041890140672559174
90,both,0.1,0.2,0.15,0.1,101,0.015216819468161395,-0.0009035129194303604,-0.18618681109095203,0.041890140672559174
90,both,0.1,0.05,0.15,0.1,101,0.015216819468161395,0.00011590481877354897,-0.049771065284392346,0.041890140672559174
20,long,0.05,0.1,,,116,0.011229679254443063,-0.00015121612264101802,-0.10556487958317917,0.030914005693541816
20,long,0.05,0.2,,,116,0.011229679254443063,-0.0013233098753799855,-0.2049982983100681,0.030914005693541816
20,long,0.05,0.05,,,116,0.011229679254443063,5.187194566325104e-05,-0.053512854095788875,0.030914005693541816
90,both,0.1,0.1,0.1,0.1,101,0.00931123897622677,-0.00016999872462541976,-0.0945214067089003,0.025632761916251065
90,both,0.1,0.05,0.1,0.1,101,0.00931123897622677,2.727792065937429e-05,-0.04830385243227164,0.025632761916251065
90,both,0.1,0.2,0.1,0.1,101,0.00931123897622677,-0.0012357806317562225,-0.18100496512751285,0.025632761916251065
60,long,0.02,0.1,0.05,,146,0.009103323188327775,-0.0004607876183455595,-0.07855045215818535,0.025060393845422715
60,long,0.02,0.05,0.05,,146,0.009103323188327775,-2.2416899667310197e-05,-0.03976689598768324,0.025060393845422715
60,long,0.02,0.2,0.05,,146,0.009103323188327775,-0.002578427305401143,-0.15313631802625827,0.025060393845422715
40,long,0.1,0.2,0.15,0.1,78,0.007953844314655028,-0.0008383103034326211,-0.16060117814857489,0.02189601170768126
40,long,0.1,0.1,0.15,0.1,78,0.007953844314655028,-0.00011104033604980579,-0.08290189981028473,0.02189601170768126
40,long,0.1,0.05,0.15,0.1,78,0.007953844314655028,2.166195264052817e-05,-0.042110280681947665,0.02189601170768126
40,short,0.02,0.2,0.1,,44,0.0067997683024286345,-0.0017645622207811407,-0.22203590693428576,0.018718974180217514
40,short,0.02,0.05,0.1,,44,0.0067997683024286345,-2.5325191164382588e-05,-0.058763433974561075,0.018718974180217514
40,short,0.02,0.1,0.1,,44,0.0067997683024286345,-0.0003278007740321609,-0.11537017237140867,0.018718974180217514
20,both,0.0,0.05,,0.05,221,0.006784936896502598,2.0198219222056224e-05,-0.02359474356192015,0.01867814503836475
20,both,0.0,0.1,,0.05,221,0.006784936896502598,-4.364558866198909e-05,-0.04696936784916528,0.01867814503836475
20,both,0.0,0.2,,0.05,221,0.006784936896502598,-0.0004231634748409485,-0.09304682996072466,0.01867814503836475
60,long,0.05,0.2,0.15,0.1,116,0.004778422215861541,-0.002486800758128349,-0.16687104905785888,0.013154442637250244
60,long,0.05,0.1,0.15,0.1,116,0.004778422215861541,-0.0005328699105036083,-0.0863591573406951,0.013154442637250244
