hold,side,min_surp,weight,hard_stop,trail_stop,trades,sharpe,cagr,maxdd,t
60,short,0.0,0.2,0.05,0.1,53,0.3721733295441252,0.010602621164496728,-0.0727089625415005,1.0245500488323707
60,short,0.0,0.05,0.05,0.1,53,0.3721733295441252,0.0027221350574344605,-0.018525935765919765,1.0245500488323707
90,short,0.02,0.05,0.05,,44,0.3709903322342503,0.0036532825969501914,-0.027028599441143664,1.0212933943238773
90,short,0.02,0.1,0.05,,44,0.3709903322342503,0.007219854952870808,-0.05350182307568674,1.0212933943238773
90,short,0.02,0.2,0.05,,44,0.3709903322342503,0.014088532318444758,-0.10480635445581221,1.0212933943238773
20,short,0.0,0.1,,0.1,53,0.3685048024181927,0.0046186685105371605,-0.039165299775997586,1.01445101876318
20,short,0.0,0.2,,0.1,53,0.3685048024181927,0.009095095138381026,-0.07705830846439998,1.01445101876318
20,short,0.0,0.05,,0.1,53,0.3685048024181927,0.002326970490487801,-0.019743592392009957,1.01445101876318
60,short,0.02,0.05,0.05,,44,0.36788778825767676,0.0032859172832122585,-0.023888419221684387,1.0127524502788092
60,short,0.02,0.1,0.05,,44,0.36788778825767676,0.006500556448287398,-0.04736153145286326,1.0127524502788092
60,short,0.02,0.2,0.05,,44,0.36788778825767676,0.01271283818228297,-0.09307360469932058,1.0127524502788092
90,long,0.02,0.2,0.1,,146,0.36077668172445143,0.04576583833677894,-0.21898518818522206,0.9931763980270468
90,long,0.02,0.1,0.1,,146,0.36077668172445143,0.025814097121682256,-0.11291584216428885,0.9931763980270468
90,long,0.02,0.05,0.1,,146,0.36077668172445143,0.013617275910697613,-0.05726270590585769,0.9931763980270468
90,long,0.0,0.05,0.1,,168,0.3544888567484864,0.014506752347461793,-0.05474715566018917,0.9758667445006498
90,long,0.0,0.1,0.1,,168,0.3544888567484864,0.027309921125891812,-0.10756989223459934,0.9758667445006498
90,long,0.0,0.2,0.1,,168,0.3544888567484864,0.047576228136616106,-0.20737960987978865,0.9758667445006498
60,long,0.05,0.1,0.15,,116,0.3534773084702605,0.017342645354339492,-0.09747471157969556,0.973082069308792
60,long,0.05,0.2,0.15,,116,0.3534773084702605,0.03214024969620044,-0.1895556650746475,0.973082069308792
60,long,0.05,0.05,0.15,,116,0.3534773084702605,0.00898167530165872,-0.049389875413332174,0.973082069308792
90,both,0.05,0.05,0.05,,145,0.35160551272587515,0.006637495802586324,-0.0320163201518231,0.9679292325279747
90,both,0.05,0.2,0.05,,145,0.35160551272587515,0.02452307848323887,-0.12390735886022863,0.9679292325279747
90,both,0.05,0.1,0.05,,145,0.35160551272587515,0.012940956620070443,-0.0633396095224188,0.9679292325279747
20,short,0.02,0.2,0.15,0.1,44,0.3494570325162759,0.008100596860737719,-0.0770583084644002,0.9620147154765875
20,short,0.02,0.1,0.15,0.1,44,0.3494570325162759,0.004113909411104011,-0.03916529977599792,0.9620147154765875
20,short,0.02,0.05,0.15,0.1,44,0.3494570325162759,0.002072744862198883,-0.019743592392009512,0.9620147154765875
60,long,0.02,0.05,,,146,0.34458392428336543,0.017288844308112505,-0.09367139114435441,0.9485996132066061
60,long,0.02,0.1,,,146,0.34458392428336543,0.03187986308469415,-0.18183553240862171,0.9485996132066061
60,long,0.02,0.2,,,146,0.34458392428336543,0.052498938917547866,-0.3416756894562729,0.9485996132066061
90,short,0.0,0.1,0.05,0.1,53,0.3388265569324626,0.005126140940287405,-0.03982996744419054,0.9327502480526371
90,short,0.0,0.2,0.05,0.1,53,0.3388265569324626,0.010037389227254945,-0.078521503102841,0.9327502480526371
90,short,0.0,0.05,0.05,0.1,53,0.3388265569324626,0.0025896954183488585,-0.020057948902733602,0.9327502480526371
90,both,0.1,0.2,0.15,,101,0.3289448613269456,0.02594277431725267,-0.24963816787884108,0.9055470851403984
90,both,0.1,0.1,0.15,,101,0.3289448613269456,0.013913336909376461,-0.12969106571626532,0.9055470851403984
90,both,0.1,0.05,0.15,,101,0.3289448613269456,0.007187889133320136,-0.06600152755305932,0.9055470851403984
90,long,0.05,0.1,0.15,,116,0.3181481213795227,0.020785061652360826,-0.11633728685796563,0.875824911190126
90,long,0.05,0.2,0.15,,116,0.3181481213795227,0.03650576567216812,-0.22515052910251865,0.875824911190126
90,long,0.05,0.05,0.15,,116,0.3181481213795227,0.011009754493570112,-0.05905961737296683,0.875824911190126
40,both,0.02,0.2,,,190,0.31273158678041196,0.026542356326910932,-0.29554673787385133,0.8609138191061803
40,both,0.02,0.05,,,190,0.31273158678041196,0.007506974254903653,-0.08247863679083445,0.8609138191061803
40,both,0.02,0.1,,,190,0.31273158678041196,0.014441221849368802,-0.15899354382586417,0.8609138191061803
20,short,0.0,0.2,0.15,0.1,53,0.3053116332305792,0.007556704833108663,-0.07705830846439987,0.8404875468068542
20,short,0.0,0.1,0.15,0.1,53,0.3053116332305792,0.003854492160471512,-0.03916529977599803,0.8404875468068542
20,short,0.0,0.05,0.15,0.1,53,0.3053116332305792,0.0019461529063145022,-0.01974359239200918,0.8404875468068542
90,long,0.05,0.05,,,116,0.3034330957754047,0.015497957094906534,-0.10541591883424517,0.8353161508774632
90,long,0.05,0.2,,,116,0.3034330957754047,0.04393430857063474,-0.37592090636272457,0.8353161508774632
90,long,0.05,0.1,,,116,0.3034330957754047,0.028050188487239947,-0.2031009643051791,0.8353161508774632
90,both,0.0,0.2,0.1,,221,0.3034319271958584,0.03381084657455946,-0.27905949953481035,0.835312933913387
90,both,0.0,0.1,0.1,,221,0.3034319271958584,0.01935080531461919,-0.14641094709235647,0.835312933913387
90,both,0.0,0.05,0.1,,221,0.3034319271958584,0.010272944128074668,-0.07487838474348729,0.835312933913387
40,both,0.0,0.1,0.15,,221,0.29665784625609504,0.013338444221531631,-0.1717537388018705,0.8166646740659382
40,both,0.0,0.05,0.15,,221,0.29665784625609504,0.006944409352518388,-0.08945694814307059,0.8166646740659382
40,both,0.0,0.2,0.15,,221,0.29665784625609504,0.02443553358156736,-0.3168001095295646,0.8166646740659382
90,long,0.0,0.1,0.15,,168,0.29202283961898173,0.024859392914070355,-0.13951288965759256,0.8039050378980013
90,long,0.0,0.2,0.15,,168,0.29202283961898173,0.039662484266398845,-0.2652436830494562,0.8039050378980013
90,long,0.0,0.05,0.15,,168,0.29202283961898173,0.013654618193501111,-0.07147931981335165,0.8039050378980013
20,short,0.0,0.05,0.1,0.1,53,0.2840795980163936,0.0018426163291345166,-0.020695892790320247,0.782038214227999
20,short,0.0,0.2,0.1,0.1,53,0.2840795980163936,0.007130649700336278,-0.08064558172890457,0.782038214227999
20,short,0.0,0.1,0.1,0.1,53,0.2840795980163936,0.0036454485151014016,-0.04103230247184109,0.782038214227999
40,long,0.0,0.2,,,168,0.2829404121966283,0.0350121291162615,-0.27690522370563153,0.778902167674907
40,long,0.0,0.1,,,168,0.2829404121966283,0.02134745757997769,-0.14370006474914243,0.778902167674907
40,long,0.0,0.05,,,168,0.2829404121966283,0.011605478018690496,-0.07305822881430735,0.778902167674907
90,both,0.02,0.05,0.1,,190,0.27807399438405656,0.008803489321130842,-0.06606981308660187,0.765505483356833
90,both,0.02,0.2,0.1,,190,0.27807399438405656,0.02876267501230889,-0.2421984226177507,0.765505483356833
90,both,0.02,0.1,0.1,,190,0.27807399438405656,0.0165453206189885,-0.12834516425090114,0.765505483356833
90,short,0.02,0.1,0.05,0.1,44,0.2737453728615998,0.0037544022136986044,-0.035379143293083115,0.7535892899056736
90,short,0.02,0.2,0.05,0.1,44,0.2737453728615998,0.007323812940021046,-0.0698770297725162,0.7535892899056736
90,short,0.02,0.05,0.05,0.1,44,0.2737453728615998,0.001900174557610157,-0.01780011889201294,0.7535892899056736
20,both,0.1,0.1,,,101,0.2686859340743146,0.0052795119633977095,-0.08858481161244591,0.739661241211462
20,both,0.1,0.2,,,101,0.2686859340743146,0.01016731823443906,-0.17112947001829493,0.739661241211462
20,both,0.1,0.05,,,101,0.2686859340743146,0.0026882978965607762,-0.045059942307353884,0.739661241211462
90,long,0.02,0.1,,,146,0.2677078303799056,0.02854575607477794,-0.2871754710162693,0.7369686350832976
90,long,0.02,0.2,,,146,0.2677078303799056,0.03665798579805224,-0.5074950416434789,0.7369686350832976
90,long,0.02,0.05,,,146,0.2677078303799056,0.01675682843965287,-0.1525323769275203,0.7369686350832976
40,both,0.0,0.05,,0.1,221,0.2663636802073278,0.004733929990730523,-0.05923639320502727,0.7332683454181584
40,both,0.0,0.2,,0.1,221,0.2663636802073278,0.017018835025177204,-0.22040048921932764,0.7332683454181584
40,both,0.0,0.1,,0.1,221,0.2663636802073278,0.009150768388113573,-0.11566100919724753,0.7332683454181584
90,long,0.05,0.05,0.05,,116,0.2523661206772809,0.0053578913091199,-0.034132370768885756,0.6947346860675271
90,long,0.05,0.2,0.05,,116,0.2523661206772809,0.01862210797135,-0.13177926357795022,0.6947346860675271
90,long,0.05,0.1,0.05,,116,0.2523661206772809,0.01025096590507757,-0.06747266365918547,0.6947346860675271
90,long,0.02,0.2,0.15,,146,0.25000795142742216,0.029696038723835638,-0.31028812814806295,0.6882429193870472
90,long,0.02,0.1,0.15,,146,0.25000795142742216,0.01903125071026346,-0.16428140782242184,0.6882429193870472
90,long,0.02,0.05,0.15,,146,0.25000795142742216,0.01054224498695766,-0.08438941401902089,0.6882429193870472
40,long,0.02,0.1,,,146,0.24796420869396163,0.017542633501710148,-0.1301521808405769,0.6826167324705031
40,long,0.02,0.05,,,146,0.24796420869396163,0.00963368749265503,-0.06589191538153483,0.6826167324705031
40,long,0.02,0.2,,,146,0.24796420869396163,0.028010884437916328,-0.25298213911435474,0.6826167324705031
60,both,0.05,0.05,0.1,,145,0.24745466657065884,0.005389047193797403,-0.0698516502826163,0.6812140220507332
60,both,0.05,0.1,0.1,,145,0.24745466657065884,0.010284532311955585,-0.13537361945513993,0.6812140220507332
60,both,0.05,0.2,0.1,,145,0.24745466657065884,0.018569217417970352,-0.25433096676751543,0.6812140220507332
60,long,0.0,0.05,0.15,,168,0.2416800311538252,0.008035074589066715,-0.06483475342554357,0.6653171199122779
60,long,0.0,0.1,0.15,,168,0.2416800311538252,0.014841507599157922,-0.1261463689374287,0.6653171199122779
60,long,0.0,0.2,0.15,,168,0.2416800311538252,0.024686613013620518,-0.23946229545288944,0.6653171199122779
40,long,0.05,0.05,,,116,0.23724009969148624,0.007017910254841997,-0.04598222296826093,0.6530945030952059
40,long,0.05,0.1,,,116,0.23724009969148624,0.013074997847563719,-0.09126032137966744,0.6530945030952059
40,long,0.05,0.2,,,116,0.23724009969148624,0.02223398907729579,-0.17939993495837225,0.6530945030952059
60,long,0.02,0.2,0.15,,146,0.2325144986362382,0.022164581665640615,-0.27400405403024863,0.6400854709922145
60,long,0.02,0.1,0.15,,146,0.2325144986362382,0.013185486132816004,-0.1451135915568006,0.6400854709922145
60,long,0.02,0.05,0.15,,146,0.2325144986362382,0.007110525782379806,-0.07463762607189972,0.6400854709922145
90,both,0.0,0.05,0.15,,221,0.2316627375789111,0.008404792505897873,-0.09401099575062788,0.6377406715033662
90,both,0.0,0.1,0.15,,221,0.2316627375789111,0.015305451880466725,-0.18092932931478567,0.6377406715033662
90,both,0.0,0.2,0.15,,221,0.2316627375789111,0.02450709876445689,-0.3348001151013964,0.6377406715033662
90,long,0.02,0.1,0.05,,146,0.22871632792355917,0.011259051470423165,-0.09660026059370197,0.6296295471517942
90,long,0.02,0.05,0.05,,146,0.22871632792355917,0.006001935337268671,-0.04928607757972003,0.6296295471517942
90,long,0.02,0.2,0.05,,146,0.22871632792355917,0.019507189421122062,-0.1855197688631478,0.6296295471517942
60,long,0.02,0.1,0.1,,146,0.22578203125259727,0.011254910701558707,-0.10611241111236458,0.6215517684425967
60,long,0.02,0.05,0.1,,146,0.22578203125259727,0.006013823047700928,-0.053996252470908,0.6215517684425967
60,long,0.02,0.2,0.1,,146,0.22578203125259727,0.01938152966213713,-0.20466510819782013,0.6215517684425967
60,long,0.0,0.2,0.1,,168,0.22244059378244244,0.01999923315534957,-0.23359552819839968,0.6123531782926501
60,long,0.0,0.1,0.1,,168,0.22244059378244244,0.011840466978986885,-0.12169946039713897,0.6123531782926501
60,long,0.0,0.05,0.1,,168,0.22244059378244244,0.006374605754833285,-0.062056965706760336,0.6123531782926501
20,long,0.1,0.2,0.1,,78,0.21212074719349044,0.007189193713019293,-0.1559761772546443,0.5839438364959006
20,long,0.1,0.05,0.1,,78,0.21212074719349044,0.001920875763016916,-0.04097634258444649,0.5839438364959006
20,long,0.1,0.1,0.1,,78,0.21212074719349044,0.0037596507146815394,-0.08061305963026066,0.5839438364959006
40,both,0.05,0.05,0.1,,145,0.20627764196979714,0.003857868444525403,-0.05566904806530082,0.5678584449134338
40,both,0.05,0.1,0.1,,145,0.20627764196979714,0.00734452563986987,-0.10963032558918151,0.5678584449134338
40,both,0.05,0.2,0.1,,145,0.20627764196979714,0.01319117832571215,-0.2121784622161269,0.5678584449134338
40,long,0.05,0.2,0.1,,116,0.20563279722644606,0.013083499818488553,-0.15833169631898847,0.5660832620595232
40,long,0.05,0.05,0.1,,116,0.20563279722644606,0.003823837970453381,-0.041215905888617566,0.5660832620595232
40,long,0.05,0.1,0.1,,116,0.20563279722644606,0.007280978597916876,-0.08134665535496244,0.5660832620595232
60,both,0.0,0.1,,0.1,221,0.19734738453269188,0.0074448474221879835,-0.11330905186042506,0.5432744810262875
60,both,0.0,0.05,,0.1,221,0.19734738453269188,0.003936795436983553,-0.05803689051413985,0.5432744810262875
60,both,0.0,0.2,,0.1,221,0.19734738453269188,0.013161358035501225,-0.21591442061904464,0.5432744810262875
60,both,0.02,0.05,0.05,,190,0.195467851732989,0.0033520768991108785,-0.0351642117939186,0.53810034502875
60,both,0.02,0.2,0.05,,190,0.195467851732989,0.01152730495092058,-0.13440926850389823,0.53810034502875
60,both,0.02,0.1,0.05,,190,0.195467851732989,0.0063921170857095255,-0.06920075428462302,0.53810034502875
90,long,0.0,0.1,0.05,,168,0.19532837222200067,0.010018351706185813,-0.10851831731078077,0.5377163740978689
90,long,0.0,0.05,0.05,,168,0.19532837222200067,0.0054515681750710865,-0.05555936561893038,0.5377163740978689
90,long,0.0,0.2,0.05,,168,0.19532837222200067,0.01646633391525576,-0.20699492149543974,0.5377163740978689
60,short,0.02,0.05,0.05,0.1,44,0.19406758407985833,0.0012968335206757775,-0.017800118892013383,0.5342455704425358
60,short,0.02,0.1,0.05,0.1,44,0.19406758407985833,0.0025490158345162772,-0.03537914329308267,0.5342455704425358
60,short,0.02,0.2,0.05,0.1,44,0.19406758407985833,0.004918613642788561,-0.06987702977251675,0.5342455704425358
60,both,0.0,0.1,0.05,,221,0.18906287830484364,0.0065440238874956425,-0.07914688647988721,0.5204681953886499
60,both,0.0,0.2,0.05,,221,0.18906287830484364,0.011644678687690257,-0.1545624776997051,0.5204681953886499
60,both,0.0,0.05,0.05,,221,0.18906287830484364,0.0034511191147998943,-0.04002952797411585,0.5204681953886499
40,both,0.0,0.05,0.1,,221,0.18670413083891357,0.00429223379789101,-0.07948406854285917,0.5139748369463293
40,both,0.0,0.2,0.1,,221,0.18670413083891357,0.01361229796513519,-0.2902640266818588,0.5139748369463293
40,both,0.0,0.1,0.1,,221,0.18670413083891357,0.007995756129587361,-0.1542817981762662,0.5139748369463293
40,long,0.05,0.1,0.15,,116,0.1861938163255275,0.007056532158652429,-0.10153400632525178,0.5125700002261645
40,long,0.05,0.05,0.15,,116,0.1861938163255275,0.0037500882758521037,-0.05153966354163131,0.5125700002261645
40,long,0.05,0.2,0.15,,116,0.1861938163255275,0.012321161083856502,-0.19676182720374202,0.5125700002261645
90,both,0.0,0.1,,0.1,221,0.18191441408236575,0.00822716484258934,-0.13932838066381847,0.5007893017473798
90,both,0.0,0.2,,0.1,221,0.18191441408236575,0.013734641822869653,-0.2620542539448809,0.5007893017473798
90,both,0.0,0.05,,0.1,221,0.18191441408236575,0.004451241330145628,-0.07183453699968068,0.5007893017473798
40,long,0.0,0.2,,0.1,168,0.18117719217034997,0.01174095286311827,-0.201391335207752,0.4987598152527907
40,long,0.0,0.05,,0.1,168,0.18117719217034997,0.00357821451302498,-0.05378193828054134,0.4987598152527907
40,long,0.0,0.1,,0.1,168,0.18117719217034997,0.006729745495553496,-0.10523185241973909,0.4987598152527907
40,both,0.0,0.2,0.15,0.1,221,0.17954414686647008,0.01061227455504099,-0.22834340105344564,0.49426423076831116
40,both,0.0,0.1,0.15,0.1,221,0.17954414686647008,0.005977685933690191,-0.12012397899644445,0.49426423076831116
40,both,0.0,0.05,0.15,0.1,221,0.17954414686647008,0.0031556475109408844,-0.06159922831582332,0.49426423076831116
40,long,0.0,0.05,0.15,,168,0.17850054147819344,0.00472031335817924,-0.06920440919482929,0.491391306067258
40,long,0.0,0.2,0.15,,168,0.17850054147819344,0.0140219327716542,-0.25852994954986863,0.491391306067258
40,long,0.0,0.1,0.15,,168,0.17850054147819344,0.008635424046246287,-0.13539393384528997,0.491391306067258
60,both,0.05,0.1,0.15,,145,0.17044418107498818,0.007129211907574984,-0.18679798344601928,0.4692130794473505
60,both,0.05,0.05,0.15,,145,0.17044418107498818,0.003854680371623731,-0.0975229194906424,0.4692130794473505
60,both,0.05,0.2,0.15,,145,0.17044418107498818,0.011914454576705147,-0.3428256817930837,0.4692130794473505
90,both,0.02,0.05,0.05,0.1,190,0.1661626883779383,0.0031193779232132623,-0.03847798374789868,0.4574266261912533
90,both,0.02,0.1,0.05,0.1,190,0.1661626883779383,0.00585007444088026,-0.07601647848313808,0.4574266261912533
90,both,0.02,0.2,0.05,0.1,190,0.1661626883779383,0.010138154312064662,-0.14824354158596098,0.4574266261912533
90,both,0.02,0.05,0.15,,190,0.16481724664138966,0.005340575617294396,-0.10877755533535005,0.4537227810001685
90,both,0.02,0.1,0.15,,190,0.16481724664138966,0.009384549564380507,-0.2099129669115083,0.4537227810001685
90,both,0.02,0.2,0.15,,190,0.16481724664138966,0.013545570487937031,-0.38880454719796953,0.4537227810001685
90,both,0.05,0.05,0.15,,145,0.1632979973824401,0.0045846875007438115,-0.08049399893685971,0.44954046384070967
90,both,0.05,0.2,0.15,,145,0.1632979973824401,0.012657654932561435,-0.2936180541485034,0.44954046384070967
90,both,0.05,0.1,0.15,,145,0.1632979973824401,0.008227631940732616,-0.15618422404081223,0.44954046384070967
20,short,0.0,0.2,,,53,0.16306040271779004,0.005485623216115343,-0.1394240766759125,0.4488863932613704
20,short,0.0,0.1,,,53,0.16306040271779004,0.0029200420207902145,-0.07154904220520053,0.4488863932613704
20,short,0.0,0.05,,,53,0.16306040271779004,0.0015041001319409109,-0.036236610498353805,0.4488863932613704
40,both,0.05,0.2,,,145,0.1630245916436621,0.010057607234099653,-0.263006316934423,0.4487878095240793
40,both,0.05,0.05,,,145,0.1630245916436621,0.003137866599548733,-0.07248746398928407,0.4487878095240793
40,both,0.05,0.1,,,145,0.1630245916436621,0.005862484935226897,-0.1403153094198426,0.4487878095240793
20,short,0.0,0.2,0.15,,53,0.16221148625842424,0.0051887974626445565,-0.1285685665673546,0.44654942462107805
20,short,0.0,0.05,0.15,,53,0.16221148625842424,0.0014160319361342655,-0.033319520555912585,0.44654942462107805
20,short,0.0,0.1,0.15,,53,0.16221148625842424,0.002753193291996192,-0.06585002988551014,0.44654942462107805
20,both,0.0,0.1,,,221,0.1619258578275617,0.0047110301607953264,-0.16096971838166596,0.44576312264950313
20,both,0.0,0.05,,,221,0.1619258578275617,0.0024829295804986717,-0.08355848932889409,0.44576312264950313
20,both,0.0,0.2,,,221,0.1619258578275617,0.008395443083552445,-0.29883142716155353,0.44576312264950313
20,both,0.1,0.2,0.1,,101,0.1587657715578934,0.005580373670459604,-0.1785531112434996,0.4370637713395397
20,both,0.1,0.05,0.1,,101,0.1587657715578934,0.0015431510746366506,-0.047344430725121955,0.4370637713395397
20,both,0.1,0.1,0.1,,101,0.1587657715578934,0.0029878689923623636,-0.09285233520579039,0.4370637713395397
40,both,0.02,0.2,0.15,,190,0.15691783512061525,0.010168636699829925,-0.3318912900296187,0.4319766164663747
40,both,0.02,0.05,0.15,,190,0.15691783512061525,0.003302622195141547,-0.09276156622352105,0.4319766164663747
40,both,0.02,0.1,0.15,,190,0.15691783512061525,0.006100781403547417,-0.17882133199153083,0.4319766164663747
60,long,0.0,0.2,,0.1,168,0.15336224176895377,0.010296972877113841,-0.19616714204907804,0.4221884799909991
60,long,0.0,0.05,,0.1,168,0.15336224176895377,0.0034615755421580907,-0.05200266189542191,0.4221884799909991
60,long,0.0,0.1,,0.1,168,0.15336224176895377,0.006333722375282624,-0.10201302003116397,0.4221884799909991
40,both,0.1,0.05,0.05,,101,0.15137445106424713,0.0015895231665723486,-0.035882050492663686,0.4167163225258999
40,both,0.1,0.2,0.05,,101,0.15137445106424713,0.0056598315506968255,-0.13789168404556484,0.4167163225258999
40,both,0.1,0.1,0.05,,101,0.15137445106424713,0.003062932337542623,-0.0708184519198185,0.4167163225258999
60,long,0.1,0.1,0.05,,78,0.15013714536473077,0.003197964790117913,-0.050072532239705425,0.41331016331397347
60,long,0.1,0.05,0.05,,78,0.15013714536473077,0.0016639926296564411,-0.025324169507745187,0.41331016331397347
60,long,0.1,0.2,0.05,,78,0.15013714536473077,0.005874185088223349,-0.09788801168477046,0.41331016331397347
90,long,0.0,0.1,,0.1,168,0.14955046564755933,0.007246823170186767,-0.1265432729376591,0.4116951020369786
90,long,0.0,0.05,,0.1,168,0.14955046564755933,0.004073548184112763,-0.06489683909473543,0.4116951020369786
90,long,0.0,0.2,,0.1,168,0.14955046564755933,0.010874905194943274,-0.24041293964204424,0.4116951020369786
20,long,0.1,0.1,0.15,,78,0.14915537685023242,0.0027209235823000277,-0.09353037576459589,0.410607468360782
20,long,0.1,0.2,0.15,,78,0.14915537685023242,0.0050673232632680865,-0.1796945501666829,0.410607468360782
20,long,0.1,0.05,0.15,,78,0.14915537685023242,0.001407079514080145,-0.04771317236896544,0.410607468360782
40,long,0.02,0.05,0.15,,146,0.14633177862724187,0.00353478917219352,-0.062399332201844016,0.4028344296511262
40,long,0.02,0.2,0.15,,146,0.14633177862724187,0.00995983835233516,-0.23756333937741403,0.4028344296511262
40,long,0.02,0.1,0.15,,146,0.14633177862724187,0.006376044253251445,-0.12288188772230757,0.4028344296511262
90,long,0.02,0.2,,0.1,146,0.14453585449210415,0.0100051300836832,-0.21052950471367138,0.3978904586185742
90,long,0.02,0.05,,0.1,146,0.14453585449210415,0.0036635320430520313,-0.056066409292803376,0.3978904586185742
90,long,0.02,0.1,,0.1,146,0.14453585449210415,0.006554286627567851,-0.10982195447248422,0.3978904586185742
40,short,0.0,0.1,,0.1,53,0.14391836318393525,0.0020867237228152646,-0.04399092196821819,0.39619057660200696
40,short,0.0,0.2,,0.1,53,0.14391836318393525,0.0039425402683086475,-0.0864342075873048,0.39619057660200696
40,short,0.0,0.05,,0.1,53,0.14391836318393525,0.0010721120524557204,-0.022191144896120063,0.39619057660200696
40,both,0.02,0.2,,0.1,190,0.1436690608840889,0.007539973409283807,-0.18159754242041137,0.39550427625965173
40,both,0.02,0.05,,0.1,190,0.1436690608840889,0.0023202688182666353,-0.04813933659450753,0.39550427625965173
40,both,0.02,0.1,,0.1,190,0.1436690608840889,0.004351096930228282,-0.0943996194753155,0.39550427625965173
40,both,0.0,0.05,0.1,0.1,221,0.14346397210196216,0.002484620437357865,-0.06194197628343878,0.3949396906081214
40,both,0.0,0.2,0.1,0.1,221,0.14346397210196216,0.007914253316078312,-0.22935824231206192,0.3949396906081214
40,both,0.0,0.1,0.1,0.1,221,0.14346397210196216,0.004632840810733674,-0.12074559787200478,0.3949396906081214
90,both,0.02,0.2,,0.1,190,0.14303682414288782,0.009352479562552807,-0.23308488391724058,0.39376380177464604
90,both,0.02,0.1,,0.1,190,0.14303682414288782,0.005897073404687481,-0.12286966840154079,0.39376380177464604
90,both,0.02,0.05,,0.1,190,0.14303682414288782,0.003252702697322807,-0.06307437996719356,0.39376380177464604
40,both,0.02,0.2,0.1,,190,0.1379884880911919,0.008540057378412902,-0.28576802714589133,0.379866317624928
40,both,0.02,0.1,0.1,,190,0.1379884880911919,0.005340034722641773,-0.1508578533437338,0.379866317624928
40,both,0.02,0.05,0.1,,190,0.1379884880911919,0.002935807684857572,-0.07742064327989395,0.379866317624928
40,long,0.02,0.2,,0.1,146,0.13486411335578813,0.007517806116812853,-0.17101674585272242,0.3712652760305462
40,long,0.02,0.1,,0.1,146,0.13486411335578813,0.004512104067924572,-0.08814773681830801,0.3712652760305462
40,long,0.02,0.05,,0.1,146,0.13486411335578813,0.002443663039930266,-0.04473135624967273,0.3712652760305462
40,long,0.02,0.1,0.1,,146,0.13283616619267782,0.005109295987169027,-0.11487467437612031,0.3656825724887875
40,long,0.02,0.2,0.1,,146,0.13283616619267782,0.008076426115817714,-0.22464005675732157,0.3656825724887875
40,long,0.02,0.05,0.1,,146,0.13283616619267782,0.0028213316965519653,-0.05796542456352105,0.3656825724887875
40,both,0.05,0.05,0.15,,145,0.13217869392394138,0.002492854433617353,-0.076127969030372,0.363872627520767
40,both,0.05,0.1,0.15,,145,0.13217869392394138,0.004572993868073416,-0.14740847183911487,0.363872627520767
40,both,0.05,0.2,0.15,,145,0.13217869392394138,0.0074828612336919065,-0.2763408745099455,0.363872627520767
40,long,0.0,0.1,0.1,,168,0.12986453106089874,0.005245822638511699,-0.14649891989029862,0.3575020053237368
40,long,0.0,0.05,0.1,,168,0.12986453106089874,0.002929795825432402,-0.07560165013734577,0.3575020053237368
40,long,0.0,0.2,0.1,,168,0.12986453106089874,0.008026174112148343,-0.2749727150571619,0.3575020053237368
40,long,0.0,0.05,0.15,0.1,168,0.1237376739724381,0.002382662593160001,-0.05615896428530409,0.3406354777386991
40,long,0.0,0.2,0.15,0.1,168,0.1237376739724381,0.006903808372368037,-0.20953475009422262,0.3406354777386991
40,long,0.0,0.1,0.15,0.1,168,0.1237376739724381,0.004328528186079872,-0.10974933129992126,0.3406354777386991
60,both,0.0,0.2,0.15,0.1,221,0.12199103808755454,0.0067778985446638185,-0.22390303854568905,0.3358271915475802
60,both,0.0,0.1,0.15,0.1,221,0.12199103808755454,0.004276833092389021,-0.1177838912194542,0.3358271915475802
60,both,0.0,0.05,0.15,0.1,221,0.12199103808755454,0.002359691701507405,-0.06040273831277021,0.3358271915475802
60,long,0.02,0.05,,0.1,146,0.12008491085136745,0.0024806601275066953,-0.047130559606237465,0.3305798441481619
60,long,0.02,0.2,,0.1,146,0.12008491085136745,0.006833950642390452,-0.17901413882739547,0.3305798441481619
60,long,0.02,0.1,,0.1,146,0.12008491085136745,0.004447422589867633,-0.09266722471058775,0.3305798441481619
40,short,0.0,0.1,0.15,,53,0.11700739549483127,0.003556328596999059,-0.11914443765744498,0.32210780099374325
40,short,0.0,0.05,0.15,,53,0.11700739549483127,0.0019374552726152405,-0.06081603191291263,0.32210780099374325
40,short,0.0,0.2,0.15,,53,0.11700739549483127,0.0058299291443209,-0.22838317568726496,0.32210780099374325
90,both,0.0,0.2,0.05,0.1,221,0.1045837655227694,0.005278042255041138,-0.159746294695155,0.28790698732946857
90,both,0.0,0.1,0.05,0.1,221,0.1045837655227694,0.0035062315786573706,-0.08217038646054153,0.28790698732946857
90,both,0.0,0.05,0.05,0.1,221,0.1045837655227694,0.00196961515665528,-0.041657662437805665,0.28790698732946857
60,long,0.0,0.1,0.15,0.1,168,0.10442200405684761,0.003933630845114999,-0.10654675005682068,0.287461676758686
60,long,0.0,0.05,0.15,0.1,168,0.10442200405684761,0.0022662081199402717,-0.0543841576798344,0.287461676758686
60,long,0.0,0.2,0.15,0.1,168,0.10442200405684761,0.0054674475806788525,-0.20436382804843856,0.287461676758686
